# 	   	 Pokémon 	Exp. 	HP 	Attack 	Defense 	Sp. Attack 	Sp. Defense 	Speed 	Total EVs 
023 	 	Ekans 	 62 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
024 	 	Arbok 	 147 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
025 	 	Pikachu 	 82 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
026 	 	Raichu 	 122 	 0 	 0 	 0 	 0 	 0 	 3 	 3 
027 	 	Sandshrew 	 93 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
028 	 	Sandslash 	 163 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
029 	 	Nidoran? 	 59 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
030 	 	Nidorina 	 117 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
031 	 	Nidoqueen 	 194 	 3 	 0 	 0 	 0 	 0 	 0 	 3 
032 	 	Nidoran? 	 60 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
033 	 	Nidorino 	 118 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
034 	 	Nidoking 	 195 	 0 	 3 	 0 	 0 	 0 	 0 	 3 
035 	 	Clefairy 	 68 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
036 	 	Clefable 	 129 	 3 	 0 	 0 	 0 	 0 	 0 	 3 
037 	 	Vulpix 	 63 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
038 	 	Ninetales 	 178 	 0 	 0 	 0 	 0 	 1 	 1 	 2 
039 	 	Jigglypuff 	 76 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
040 	 	Wigglytuff 	 109 	 3 	 0 	 0 	 0 	 0 	 0 	 3 
041 	 	Zubat 	 54 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
042 	 	Golbat 	 171 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
043 	 	Oddish 	 78 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
044 	 	Gloom 	 132 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
045 	 	Vileplume 	 184 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
046 	 	Paras 	 70 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
047 	 	Parasect 	 128 	 0 	 2 	 1 	 0 	 0 	 0 	 3 
048 	 	Venonat 	 75 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
049 	 	Venomoth 	 138 	 0 	 0 	 0 	 1 	 0 	 1 	 2 
050 	 	Diglett 	 81 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
051 	 	Dugtrio 	 153 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
052 	 	Meowth 	 69 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
053 	 	Persian 	 154 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
054 	 	Psyduck 	 64 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
055 	 	Golduck 	 175 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
056 	 	Mankey 	 61 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
057 	 	Primeape 	 159 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
058 	 	Growlithe 	 70 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
059 	 	Arcanine 	 194 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
060 	 	Poliwag 	 60 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
061 	 	Poliwhirl 	 135 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
062 	 	Poliwrath 	 225 	 0 	 0 	 3 	 0 	 0 	 0 	 3 
063 	 	Abra 	 62 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
064 	 	Kadabra 	 140 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
065 	 	Alakazam 	 221 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
066 	 	Machop 	 61 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
067 	 	Machoke 	 142 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
068 	 	Machamp 	 227 	 0 	 3 	 0 	 0 	 0 	 0 	 3 
069 	 	Bellsprout 	 60 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
070 	 	Weepinbell 	 137 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
071 	 	Victreebel 	 216 	 0 	 3 	 0 	 0 	 0 	 0 	 3 
072 	 	Tentacool 	 67 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
073 	 	Tentacruel 	 180 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
074 	 	Geodude 	 73 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
075 	 	Graveler 	 134 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
076 	 	Golem 	 218 	 0 	 0 	 3 	 0 	 0 	 0 	 3 
077 	 	Ponyta 	 82 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
078 	 	Rapidash 	 175 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
079 	 	Slowpoke 	 63 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
080 	 	Slowbro 	 172 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
081 	 	Magnemite 	 65 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
082 	 	Magneton 	 163 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
083 	 	Farfetch'd 	 123 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
084 	 	Doduo 	 62 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
085 	 	Dodrio 	 161 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
086 	 	Seel 	 65 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
087 	 	Dewgong 	 166 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
088 	 	Grimer 	 65 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
089 	 	Muk 	 175 	 1 	 1 	 0 	 0 	 0 	 0 	 2 
090 	 	Shellder 	 61 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
091 	 	Cloyster 	 184 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
092 	 	Gastly 	 62 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
093 	 	Haunter 	 142 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
094 	 	Gengar 	 225 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
095 	 	Onix 	 108 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
096 	 	Drowzee 	 66 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
097 	 	Hypno 	 169 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
098 	 	Krabby 	 65 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
099 	 	Kingler 	 166 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
100 	 	Voltorb 	 66 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
101 	 	Electrode 	 168 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
102 	 	Exeggcute 	 65 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
103 	 	Exeggutor 	 182 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
104 	 	Cubone 	 64 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
105 	 	Marowak 	 149 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
106 	 	Hitmonlee 	 159 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
107 	 	Hitmonchan 	 159 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
108 	 	Lickitung 	 77 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
109 	 	Koffing 	 68 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
110 	 	Weezing 	 172 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
111 	 	Rhyhorn 	 69 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
112 	 	Rhydon 	 170 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
113 	 	Chansey 	 395 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
114 	 	Tangela 	 87 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
115 	 	Kangaskhan 	 172 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
116 	 	Horsea 	 59 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
117 	 	Seadra 	 154 	 0 	 0 	 1 	 1 	 0 	 0 	 2 
118 	 	Goldeen 	 64 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
119 	 	Seaking 	 158 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
120 	 	Staryu 	 68 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
121 	 	Starmie 	 182 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
122 	 	Mr. Mime 	 161 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
123 	 	Scyther 	 100 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
124 	 	Jynx 	 159 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
125 	 	Electabuzz 	 172 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
126 	 	Magmar 	 173 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
127 	 	Pinsir 	 175 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
128 	 	Tauros 	 211 	 0 	 1 	 0 	 0 	 0 	 1 	 2 
129 	 	Magikarp 	 40 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
130 	 	Gyarados 	 189 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
131 	 	Lapras 	 187 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
132 	 	Ditto 	 101 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
133 	 	Eevee 	 65 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
134 	 	Vaporeon 	 184 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
135 	 	Jolteon 	 184 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
136 	 	Flareon 	 184 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
137 	 	Porygon 	 79 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
138 	 	Omanyte 	 71 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
139 	 	Omastar 	 173 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
140 	 	Kabuto 	 71 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
141 	 	Kabutops 	 173 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
142 	 	Aerodactyl 	 180 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
143 	 	Snorlax 	 189 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
144 	 	Articuno 	 261 	 0 	 0 	 0 	 0 	 3 	 0 	 3 
145 	 	Zapdos 	 261 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
146 	 	Moltres 	 261 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
147 	 	Dratini 	 60 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
148 	 	Dragonair 	 147 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
149 	 	Dragonite 	 270 	 0 	 3 	 0 	 0 	 0 	 0 	 3 
150 	 	Mewtwo 	 306 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
151 	 	Mew 	 270 	 3 	 0 	 0 	 0 	 0 	 0 	 3 
152 	 	Chikorita 	 64 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
153 	 	Bayleef 	 142 	 0 	 0 	 1 	 0 	 1 	 0 	 2 
154 	 	Meganium 	 236 	 0 	 0 	 1 	 0 	 2 	 0 	 3 
155 	 	Cyndaquil 	 62 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
156 	 	Quilava 	 142 	 0 	 0 	 0 	 1 	 0 	 1 	 2 
157 	 	Typhlosion 	 240 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
158 	 	Totodile 	 63 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
159 	 	Croconaw 	 142 	 0 	 1 	 1 	 0 	 0 	 0 	 2 
160 	 	Feraligatr 	 239 	 0 	 2 	 1 	 0 	 0 	 0 	 3 
161 	 	Sentret 	 43 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
162 	 	Furret 	 145 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
163 	 	Hoothoot 	 52 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
164 	 	Noctowl 	 155 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
165 	 	Ledyba 	 53 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
166 	 	Ledian 	 137 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
167 	 	Spinarak 	 50 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
168 	 	Ariados 	 137 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
169 	 	Crobat 	 241 	 0 	 0 	 0 	 0 	 0 	 3 	 3 
170 	 	Chinchou 	 66 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
171 	 	Lanturn 	 161 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
172 	 	Pichu 	 41 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
173 	 	Cleffa 	 44 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
174 	 	Igglybuff 	 42 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
175 	 	Togepi 	 49 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
176 	 	Togetic 	 142 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
177 	 	Natu 	 64 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
178 	 	Xatu 	 165 	 0 	 0 	 0 	 1 	 0 	 1 	 2 
179 	 	Mareep 	 56 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
180 	 	Flaaffy 	 128 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
181 	 	Ampharos 	 225 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
182 	 	Bellossom 	 216 	 0 	 0 	 0 	 0 	 3 	 0 	 3 
183 	 	Marill 	 88 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
184 	 	Azumarill 	 185 	 3 	 0 	 0 	 0 	 0 	 0 	 3 
185 	 	Sudowoodo 	 144 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
186 	 	Politoed 	 225 	 0 	 0 	 0 	 0 	 3 	 0 	 3 
187 	 	Hoppip 	 50 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
188 	 	Skiploom 	 119 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
189 	 	Jumpluff 	 203 	 0 	 0 	 0 	 0 	 0 	 3 	 3 
190 	 	Aipom 	 72 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
191 	 	Sunkern 	 36 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
192 	 	Sunflora 	 149 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
193 	 	Yanma 	 78 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
194 	 	Wooper 	 42 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
195 	 	Quagsire 	 151 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
196 	 	Espeon 	 184 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
197 	 	Umbreon 	 184 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
198 	 	Murkrow 	 81 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
199 	 	Slowking 	 172 	 0 	 0 	 0 	 0 	 3 	 0 	 3 
200 	 	Misdreavus 	 87 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
201 	 	Unown 	 118 	 0 	 1 	 0 	 1 	 0 	 0 	 2 
202 	 	Wobbuffet 	 142 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
203 	 	Girafarig 	 159 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
204 	 	Pineco 	 58 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
205 	 	Forretress 	 163 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
206 	 	Dunsparce 	 145 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
207 	 	Gligar 	 86 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
208 	 	Steelix 	 179 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
209 	 	Snubbull 	 60 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
210 	 	Granbull 	 158 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
211 	 	Qwilfish 	 86 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
212 	 	Scizor 	 175 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
213 	 	Shuckle 	 177 	 0 	 0 	 1 	 0 	 1 	 0 	 2 
214 	 	Heracross 	 175 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
215 	 	Sneasel 	 86 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
216 	 	Teddiursa 	 66 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
217 	 	Ursaring 	 175 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
218 	 	Slugma 	 50 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
219 	 	Magcargo 	 144 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
220 	 	Swinub 	 50 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
221 	 	Piloswine 	 158 	 1 	 1 	 0 	 0 	 0 	 0 	 2 
222 	 	Corsola 	 133 	 0 	 0 	 1 	 0 	 1 	 0 	 2 
223 	 	Remoraid 	 60 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
224 	 	Octillery 	 168 	 0 	 1 	 0 	 1 	 0 	 0 	 2 
225 	 	Delibird 	 116 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
226 	 	Mantine 	 163 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
227 	 	Skarmory 	 163 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
228 	 	Houndour 	 66 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
229 	 	Houndoom 	 175 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
230 	 	Kingdra 	 243 	 0 	 1 	 0 	 1 	 1 	 0 	 3 
231 	 	Phanpy 	 66 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
232 	 	Donphan 	 175 	 0 	 1 	 1 	 0 	 0 	 0 	 2 
233 	 	Porygon2 	 180 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
234 	 	Stantler 	 163 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
235 	 	Smeargle 	 88 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
236 	 	Tyrogue 	 42 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
237 	 	Hitmontop 	 159 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
238 	 	Smoochum 	 61 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
239 	 	Elekid 	 72 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
240 	 	Magby 	 73 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
241 	 	Miltank 	 172 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
242 	 	Blissey 	 608 	 3 	 0 	 0 	 0 	 0 	 0 	 3 
243 	 	Raikou 	 261 	 0 	 0 	 0 	 1 	 0 	 2 	 3 
244 	 	Entei 	 261 	 1 	 2 	 0 	 0 	 0 	 0 	 3 
245 	 	Suicune 	 261 	 0 	 0 	 1 	 0 	 2 	 0 	 3 
246 	 	Larvitar 	 60 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
247 	 	Pupitar 	 144 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
248 	 	Tyranitar 	 270 	 0 	 3 	 0 	 0 	 0 	 0 	 3 
249 	 	Lugia 	 306 	 0 	 0 	 0 	 0 	 3 	 0 	 3 
250 	 	Ho-Oh 	 306 	 0 	 0 	 0 	 0 	 3 	 0 	 3 
251 	 	Celebi 	 270 	 3 	 0 	 0 	 0 	 0 	 0 	 3 
252 	 	Treecko 	 62 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
253 	 	Grovyle 	 142 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
254 	 	Sceptile 	 239 	 0 	 0 	 0 	 0 	 0 	 3 	 3 
255 	 	Torchic 	 62 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
256 	 	Combusken 	 142 	 0 	 1 	 0 	 1 	 0 	 0 	 2 
257 	 	Blaziken 	 239 	 0 	 3 	 0 	 0 	 0 	 0 	 3 
258 	 	Mudkip 	 62 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
259 	 	Marshtomp 	 142 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
260 	 	Swampert 	 241 	 0 	 3 	 0 	 0 	 0 	 0 	 3 
261 	 	Poochyena 	 44 	 0 	 1 	 0 	 0 	 0 	 0 	 1 
262 	 	Mightyena 	 147 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
263 	 	Zigzagoon 	 48 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
264 	 	Linoone 	 147 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
265 	 	Wurmple 	 39 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
266 	 	Silcoon 	 72 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
267 	 	Beautifly 	 173 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
268 	 	Cascoon 	 41 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
269 	 	Dustox 	 135 	 0 	 0 	 0 	 0 	 3 	 0 	 3 
270 	 	Lotad 	 44 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
271 	 	Lombre 	 119 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
272 	 	Ludicolo 	 216 	 0 	 0 	 0 	 0 	 3 	 0 	 3 
273 	 	Seedot 	 44 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
274 	 	Nuzleaf 	 119 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
275 	 	Shiftry 	 216 	 0 	 3 	 0 	 0 	 0 	 0 	 3 
276 	 	Taillow 	 54 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
277 	 	Swellow 	 151 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
278 	 	Wingull 	 54 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
279 	 	Pelipper 	 151 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
280 	 	Ralts 	 40 	 0 	 0 	 0 	 1 	 0 	 0 	 1 
281 	 	Kirlia 	 97 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
282 	 	Gardevoir 	 233 	 0 	 0 	 0 	 3 	 0 	 0 	 3 
283 	 	Surskit 	 54 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
284 	 	Masquerain 	 145 	 0 	 0 	 0 	 1 	 1 	 0 	 2 
285 	 	Shroomish 	 59 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
286 	 	Breloom 	 161 	 0 	 2 	 0 	 0 	 0 	 0 	 2 
287 	 	Slakoth 	 56 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
288 	 	Vigoroth 	 154 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
289 	 	Slaking 	 252 	 3 	 0 	 0 	 0 	 0 	 0 	 3 
290 	 	Nincada 	 53 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
291 	 	Ninjask 	 160 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
292 	 	Shedinja 	 83 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
293 	 	Whismur 	 48 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
294 	 	Loudred 	 126 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
295 	 	Exploud 	 216 	 3 	 0 	 0 	 0 	 0 	 0 	 3 
296 	 	Makuhita 	 47 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
297 	 	Hariyama 	 166 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
298 	 	Azurill 	 38 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
299 	 	Nosepass 	 75 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
300 	 	Skitty 	 52 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
301 	 	Delcatty 	 133 	 1 	 0 	 0 	 0 	 0 	 1 	 2 
302 	 	Sableye 	 133 	 0 	 1 	 1 	 0 	 0 	 0 	 2 
303 	 	Mawile 	 133 	 0 	 1 	 1 	 0 	 0 	 0 	 2 
304 	 	Aron 	 66 	 0 	 0 	 1 	 0 	 0 	 0 	 1 
305 	 	Lairon 	 151 	 0 	 0 	 2 	 0 	 0 	 0 	 2 
306 	 	Aggron 	 239 	 0 	 0 	 3 	 0 	 0 	 0 	 3 
307 	 	Meditite 	 56 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
308 	 	Medicham 	 144 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
309 	 	Electrike 	 59 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
310 	 	Manectric 	 166 	 0 	 0 	 0 	 0 	 0 	 2 	 2 
311 	 	Plusle 	 142 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
312 	 	Minun 	 142 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
313 	 	Volbeat 	 140 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
314 	 	Illumise 	 140 	 0 	 0 	 0 	 0 	 0 	 1 	 1 
315 	 	Roselia 	 140 	 0 	 0 	 0 	 2 	 0 	 0 	 2 
316 	 	Gulpin 	 60 	 1 	 0 	 0 	 0 	 0 	 0 	 1 
317 	 	Swalot 	 163 	 2 	 0 	 0 	 0 	 0 	 0 	 2 
